Gene ID	Gene Name	Chromosome	Start	End	Strand	RP1 Readcount	RP1 RPM	RP2 Readcount	RP2 RPM	RU1 Readcount	RU1 RPM	RU2 Readcount	RU2 RPM	Log2 FC	p value	q value
AT1G15260		1	5249760	5250573	+	70	5.0068599999999996	19	1.50804	4	0.197246	0	0	5.3908372379999996	5.9100000000000004E-7	4.0899999999999998E-6
AT1G13370		1	4587780	4588661	-	55	3.9339599999999999	56	4.44475	2	9.8623000000000002E-2	3	0.18857499999999999	5.3797563410000002	8.68E-10	8.57E-9
AT4G21990	37712	4	11657008	11659167	-	43300	3097.1	42648	3385	1975	97.390299999999996	1897	119.242	5.3786989580000002	4.4800000000000003E-155	6.7500000000000002E-152
AT4G34400		4	16445141	16447822	+	93	6.6519700000000004	85	6.7465000000000002	3	0.14793500000000001	5	0.31429200000000002	5.3744419949999997	2.5199999999999999E-14	3.6600000000000001E-13
AT2G19890		2	8586050	8589637	+	30	2.1457999999999999	16	1.26993	0	0	2	0.125717	5.3618557869999997	9.9699999999999998E-5	4.6996199999999998E-4
AT2G25460		2	10832578	10835660	-	5721	409.20299999999997	4502	357.32600000000002	239	11.785500000000001	228	14.3317	5.3492608519999996	2.47E-137	2.07E-134
AT5G54165		5	21984569	21984964	+	621	44.417999999999999	978	77.624399999999994	43	2.1204000000000001	33	2.0743299999999998	5.3420459850000004	1.31E-53	1.1399999999999999E-51
AT1G18990	MYOB5	1	6558574	6560561	-	68	4.8638000000000003	42	3.3335599999999999	2	9.8623000000000002E-2	3	0.18857499999999999	5.3419934580000001	1.7100000000000001E-9	1.6400000000000001E-8
AT4G38420	sks9	4	17982616	17985384	+	46	3.2902200000000001	41	3.2541899999999999	1	4.9311500000000001E-2	3	0.18857499999999999	5.3291226619999996	5.8899999999999998E-8	4.7300000000000001E-7
AT5G12180	CPK17	5	3936813	3939596	+	31	2.21732	32	2.53986	2	9.8623000000000002E-2	1	6.2858399999999995E-2	5.3251459380000004	2.74E-6	1.7200000000000001E-5
AT2G29460	GSTU4	2	12626478	12627891	-	1219	87.190799999999996	2915	231.36500000000001	74	3.6490499999999999	121	7.6058599999999998	5.3164168690000002	1.5400000000000001E-10	1.63E-9
AT1G28480	GRXC9	1	10013434	10014256	-	2601	186.04	1889	149.93100000000001	117	5.76945	94	5.90869	5.3157888440000001	1.3499999999999999E-111	6.4899999999999996E-109
AT5G47220	ERF2	5	19171643	19172956	-	292	20.8857	336	26.668500000000002	14	0.690361	16	1.00573	5.304027971	2.0400000000000001E-37	1.03E-35
AT4G24380		4	12612378	12613719	+	1333	95.344800000000006	1502	119.215	75	3.6983600000000001	62	3.8972199999999999	5.2972383169999997	7.0000000000000002E-88	1.7600000000000001E-85
AT5G40000		5	16010869	16012559	-	88	6.2943300000000004	101	8.0164299999999997	2	9.8623000000000002E-2	7	0.44000899999999998	5.2825871539999998	2.76E-14	4.0000000000000001E-13
AT3G01830	CML40	3	296024	299263	+	441	31.543199999999999	301	23.890499999999999	12	0.59173799999999999	23	1.44574	5.2751970579999998	3.4000000000000002E-38	1.76E-36
AT2G13960		2	5859491	5861311	+	721	51.570599999999999	830	65.877600000000001	48	2.3669500000000001	29	1.8228899999999999	5.273397439	4.7700000000000003E-64	5.7900000000000002E-62
AT4G32950		4	15904082	15906099	-	115	8.2255500000000001	295	23.414300000000001	2	9.8623000000000002E-2	17	1.0685899999999999	5.2710155329999999	3.7033299999999998E-4	1.545523E-3
AT5G16980		5	5578846	5581311	-	21	1.50206	96	7.6195700000000004	3	0.14793500000000001	3	0.18857499999999999	5.2628223500000004	2.1900000000000001E-8	1.8400000000000001E-7
AT2G23110		2	9840456	9841366	+	98	7.0095999999999998	84	6.6671300000000002	4	0.197246	5	0.31429200000000002	5.2397160500000002	1.15E-14	1.7299999999999999E-13
AT1G72760		1	27385130	27388534	-	104	7.4387600000000003	60	4.7622299999999997	2	9.8623000000000002E-2	6	0.37714999999999999	5.2168987339999999	1.75E-12	2.2200000000000002E-11
AT3G53820		3	19938564	19939231	+	61	4.3631200000000003	93	7.3814599999999997	5	0.246558	3	0.18857499999999999	5.2162242760000002	2.4700000000000002E-12	3.0899999999999998E-11
AT1G21340	DOF1.2	1	7476022	7476899	+	284	20.313500000000001	495	39.288400000000003	18	0.88760700000000003	22	1.3828800000000001	5.213934804	3.9499999999999998E-34	1.6999999999999999E-32
AT5G64230		5	25692425	25694137	+	1053	75.317400000000006	1477	117.23	67	3.3038699999999999	63	3.96008	5.2126733349999999	2.7100000000000002E-67	3.56E-65
AT1G47130		1	17291755	17292755	+	127	9.0838699999999992	207	16.4297	5	0.246558	12	0.754301	5.203906666	4.5000000000000001E-20	9.6900000000000001E-19
AT5G17850	CCX2	5	5898852	5901157	+	3286	235.036	2647	210.09399999999999	135	6.6570600000000004	164	10.3088	5.1936906699999996	1.42E-98	4.5100000000000002E-96
AT1G74950	TIFY10B	1	28148574	28150446	-	8088	578.50599999999997	5374	426.53699999999998	424	20.908100000000001	274	17.223199999999999	5.1844992899999998	3.43E-115	1.8400000000000001E-112
AT1G74000	SSL11	1	27829051	27831536	-	692	49.496299999999998	958	76.037000000000006	62	3.0573100000000002	28	1.76003	5.1638582810000004	5.4799999999999998E-52	4.5399999999999997E-50
AT3G05310	MIRO3	3	1510160	1513301	+	28	2.0027400000000002	27	2.1429999999999998	3	0.14793500000000001	0	0	5.1629957419999997	1.6699999999999999E-5	9.1399999999999999E-5
AT1G71140	DTX14	1	26824564	26826914	+	1107	79.1798	1922	152.55000000000001	38	1.87384	115	7.2287100000000004	5.1628700390000004	7.4600000000000006E-8	5.9100000000000004E-7
AT1G69490	NAC029	1	26122080	26123514	+	142	10.1568	338	26.827200000000001	13	0.64105000000000001	13	0.81715899999999997	5.1598582510000002	8.7500000000000001E-23	2.1799999999999999E-21
AT1G69930	GSTU11	1	26337481	26338818	-	523	37.4084	475	37.701000000000001	15	0.73967300000000002	36	2.2629000000000001	5.1583767810000003	1.6800000000000001E-40	9.43E-39
AT2G43620		2	18093694	18095093	-	201	14.376799999999999	237	18.8108	8	0.39449200000000001	15	0.94287600000000005	5.1517386099999998	6.0399999999999998E-27	1.8899999999999999E-25
AT1G11990		1	4046079	4049140	-	24	1.7166399999999999	48	3.80979	3	0.14793500000000001	1	6.2858399999999995E-2	5.1453760150000001	1.06E-6	7.0899999999999999E-6
AT3G59740	LECRK57	3	22066987	22069058	-	134	9.5845500000000001	146	11.588100000000001	7	0.34518100000000002	8	0.50286699999999995	5.1371823750000001	1.5000000000000001E-20	3.3100000000000001E-19
AT3G14395		3	4810888	4811481	+	59	4.2200600000000001	53	4.2066400000000002	3	0.14793500000000001	3	0.18857499999999999	5.1323645840000003	6.8700000000000001E-10	6.8599999999999999E-9
AT4G24350		4	12609373	12611468	+	94	6.72349	74	5.8734200000000003	5	0.246558	4	0.25143399999999999	5.1317156280000003	1.03E-13	1.4399999999999999E-12
AT4G12735		4	7493716	7494234	-	16	1.14442	22	1.7461500000000001	0	0	2	0.125717	5.1262642249999999	3.20749E-4	1.361573E-3
AT2G47120		2	19347239	19348362	-	36	2.5749499999999999	21	1.6667799999999999	1	4.9311500000000001E-2	2	0.125717	5.12025284	1.13E-5	6.3399999999999996E-5
AT3G26200	CYP71B22	3	9589249	9591179	+	57	4.0770099999999996	40	3.17482	0	0	5	0.31429200000000002	5.1159193160000003	5.9499999999999997E-8	4.7700000000000005E-7
AT2G46510	AIB	2	19090953	19093373	-	1049	75.031300000000002	646	51.273400000000002	58	2.8600699999999999	34	2.1371899999999999	5.1148138139999997	9.4800000000000006E-62	1.05E-59
AT4G36820		4	17346805	17348265	+	268	19.1691	298	23.6524	13	0.64105000000000001	18	1.1314500000000001	5.097368297	1.1499999999999999E-33	4.8100000000000001E-32
AT5G54170		5	21984878	21987489	-	5579	399.04599999999999	6760	536.54499999999996	358	17.653500000000001	326	20.491800000000001	5.0956179869999998	4.5800000000000003E-105	1.82E-102
AT5G43890	YUC5	5	17648576	17650375	-	426	30.470300000000002	339	26.906600000000001	23	1.1341600000000001	19	1.19431	5.0955389450000004	8.3699999999999996E-45	5.45E-43
AT1G78922		1	29676755	29677815	-	19	1.359	16	1.26993	2	9.8623000000000002E-2	0	0	5.0890094829999999	5.2334300000000001E-4	2.1101829999999999E-3
AT1G04180	YUC9	1	1104493	1106241	+	691	49.424799999999998	616	48.892299999999999	50	2.4655800000000001	24	1.5085999999999999	5.0797604239999998	4.1400000000000001E-58	4.1000000000000001E-56
AT5G59170		5	23881988	23883122	+	22	1.57358	13	1.03182	2	9.8623000000000002E-2	0	0	5.0730155860000004	5.9452799999999998E-4	2.3605620000000001E-3
AT1G61290	SYP124	1	22604777	22606385	+	55	3.9339599999999999	53	4.2066400000000002	2	9.8623000000000002E-2	4	0.25143399999999999	5.0648542079999999	1.87E-9	1.77E-8
AT4G13420	POT5	4	7796782	7802251	-	43	3.0756399999999999	30	2.3811200000000001	1	4.9311500000000001E-2	3	0.18857499999999999	5.0604917729999999	7.8299999999999996E-7	5.3299999999999998E-6
AT3G56600		3	20968444	20971021	+	21	1.50206	16	1.26993	0	0	2	0.125717	5.0583342839999998	4.1577900000000002E-4	1.715032E-3
AT1G05690	BT3	1	1706736	1709360	+	251	17.953199999999999	175	13.889799999999999	14	0.690361	10	0.62858400000000003	5.0566176870000001	2.8299999999999998E-28	9.4799999999999998E-27
AT5G42900	COR27	5	17197641	17199910	-	326	23.317599999999999	482	38.256599999999999	29	1.4300299999999999	18	1.1314500000000001	5.0558710060000003	5.6100000000000002E-38	2.87E-36
AT1G21528		1	7542615	7543077	-	56	4.0054800000000004	50	3.9685299999999999	3	0.14793500000000001	3	0.18857499999999999	5.052447055	1.9399999999999999E-9	1.8399999999999999E-8
AT1G61470	CAF1-5	1	22678092	22679302	+	104	7.4387600000000003	129	10.238799999999999	3	0.14793500000000001	10	0.62858400000000003	5.0521041740000001	5.1200000000000004E-16	8.4900000000000003E-15
AT5G18510		5	6141650	6143886	-	37	2.6464799999999999	19	1.50804	0	0	3	0.18857499999999999	5.0480120460000002	2.6999999999999999E-5	1.42428E-4
AT5G58310	MES18	5	23574992	23576084	-	38	2.71801	32	2.53986	2	9.8623000000000002E-2	2	0.125717	5.036051542	8.6300000000000004E-7	5.8499999999999999E-6
AT4G35180	LHT7	4	16737835	16740601	-	74	5.2929599999999999	67	5.3178299999999998	3	0.14793500000000001	5	0.31429200000000002	5.0353565659999999	9.8400000000000001E-12	1.1800000000000001E-10
AT3G09640	APX2	3	2956156	2958330	+	57	4.0770099999999996	28	2.2223799999999998	5	0.246558	0	0	5.0303469549999997	4.2199999999999999E-7	2.9799999999999998E-6
AT3G17690	CNGC19	3	6045002	6048529	+	474	33.903599999999997	318	25.239799999999999	18	0.88760700000000003	27	1.6971799999999999	5.0126323399999997	9.0000000000000002E-40	4.93E-38
AT5G28510	BGLU24	5	10480757	10484073	-	95	6.7950200000000001	162	12.858000000000001	13	0.64105000000000001	3	0.18857499999999999	4.9926997719999999	3.5900000000000002E-16	6.0400000000000003E-15
AT4G27657		4	13812989	13813701	+	177	12.6602	159	12.619899999999999	12	0.59173799999999999	8	0.50286699999999995	4.9918339549999997	5.6299999999999999E-24	1.5099999999999999E-22
AT1G32960	SBT3.3	1	11945250	11948650	+	69	4.9353300000000004	85	6.7465000000000002	2	9.8623000000000002E-2	7	0.44000899999999998	4.9861116110000001	7.7999999999999999E-12	9.4199999999999995E-11
AT1G07473		1	2294566	2295489	-	17	1.2159500000000001	33	2.6192299999999999	1	4.9311500000000001E-2	2	0.125717	4.9856804879999999	3.7400000000000001E-5	1.91702E-4
AT5G16970	AER	5	5575973	5578086	-	635	45.4193	2372	188.267	63	3.10663	118	7.4172900000000004	4.9719183510000002	2.9799999999999998E-6	1.8600000000000001E-5
AT5G57010	IQM5	5	23067828	23070431	+	2277	162.86600000000001	1419	112.627	103	5.0790899999999999	114	7.1658600000000003	4.9666967990000002	1.4500000000000001E-76	2.6599999999999999E-74
AT5G55090	MAPKKK15	5	22356852	22358413	-	2337	167.15700000000001	2781	220.73	171	8.4322700000000008	141	8.8630300000000002	4.9648626240000002	2.0399999999999999E-91	5.4900000000000001E-89
AT4G27790		4	13849949	13851973	+	28	2.0027400000000002	20	1.58741	3	0.14793500000000001	0	0	4.9565761239999997	6.8100000000000002E-5	3.31856E-4
AT3G47340	ASN1	3	17437840	17441431	-	9519	680.86099999999999	13355	1059.99	773	38.117800000000003	643	40.417900000000003	4.9505069009999998	3.9600000000000001E-88	1.0100000000000001E-85
AT4G24170	KIN7I	4	12542691	12546894	+	110	7.8679199999999998	72	5.7146800000000004	6	0.29586899999999999	5	0.31429200000000002	4.9475140509999997	3.2000000000000002E-14	4.6199999999999995E-13
AT1G30100	NCED5	1	10571310	10573365	+	27	1.9312199999999999	24	1.90489	0	0	3	0.18857499999999999	4.9381689179999997	4.6100000000000002E-5	2.3264299999999999E-4
AT1G74010		1	27832095	27834207	-	943	67.4495	1330	105.563	68	3.35318	73	4.58866	4.9329699969999998	2.9200000000000001E-58	2.9200000000000001E-56
AT1G22985	ERF069	1	8135180	8136034	-	1228	87.834599999999995	1332	105.72199999999999	91	4.4873500000000002	69	4.3372299999999999	4.9287086479999997	6.8999999999999995E-80	1.4300000000000001E-77
AT5G26340	STP13	5	9243398	9247540	-	11438	818.12	16524	1311.52	840	41.421700000000001	898	56.446800000000003	4.9264580950000001	5.2099999999999997E-77	9.8000000000000002E-75
AT5G14730		5	4756057	4757744	+	4746	339.46499999999997	4184	332.08600000000001	252	12.426500000000001	296	18.606100000000001	4.9141446420000001	2.2599999999999999E-97	6.9999999999999994E-95
AT1G44350	ILL6	1	16834210	16838562	-	3180	227.45400000000001	2991	237.39699999999999	256	12.623699999999999	139	8.7373200000000004	4.9093077389999999	2.4399999999999999E-92	6.6399999999999996E-90
AT3G16040		3	5443081	5443952	+	37	2.6464799999999999	13	1.03182	1	4.9311500000000001E-2	2	0.125717	4.9059011740000003	6.6699999999999995E-5	3.2613599999999998E-4
AT5G65890	ACR1	5	26354853	26357905	+	195	13.947699999999999	174	13.810499999999999	10	0.49311500000000003	13	0.81715899999999997	4.9029888880000003	4.23E-25	1.21E-23
AT1G23700		1	8378972	8382290	-	39	2.7895300000000001	25	1.9842599999999999	2	9.8623000000000002E-2	2	0.125717	4.8933168159999996	3.2100000000000002E-6	1.9899999999999999E-5
AT3G04640		3	1260906	1261683	-	3180	227.45400000000001	3511	278.67	186	9.1719399999999993	235	14.771699999999999	4.8853313360000001	1.2200000000000001E-78	2.4599999999999999E-76
AT4G26530	FBA5	4	13390754	13393265	+	20	1.4305300000000001	13	1.03182	0	0	2	0.125717	4.8809165969999997	9.5179100000000001E-4	3.5958299999999999E-3
AT1G60190	PUB19	1	22198266	22200687	+	1541	110.22199999999999	934	74.132099999999994	109	5.3749599999999997	51	3.2057799999999999	4.8774573050000001	6.8800000000000001E-59	6.9699999999999996E-57
AT1G07430	AIP1	1	2280746	2282828	-	35	2.5034299999999998	53	4.2066400000000002	6	0.29586899999999999	0	0	4.8771179040000003	2.6899999999999999E-7	1.95E-6
AT4G15300	CYP702A2	4	8730499	8732851	-	2164	154.78299999999999	1763	139.93	105	5.1777100000000003	141	8.8630300000000002	4.8744749519999999	4.2199999999999999E-75	7.0600000000000001E-73
AT1G09070	SRC2	1	2927502	2929107	+	22816	1631.95	18320	1454.07	1344	66.274699999999996	1270	79.830200000000005	4.8728718039999999	6.51E-133	5.0699999999999998E-130
AT1G80110	PP2B11	1	30135024	30136956	+	821	58.723300000000002	805	63.893300000000004	56	2.76145	50	3.1429200000000002	4.854311439	2.4899999999999999E-67	3.2899999999999998E-65
AT3G22740	HMT3	3	8032917	8036005	-	3282	234.75	2525	200.411	221	10.8978	158	9.9316300000000002	4.8523284909999997	9.6700000000000001E-108	4.0500000000000001E-105
AT2G39350	ABCG1	2	16430085	16432751	-	5387	385.31299999999999	2807	222.79300000000001	273	13.462	249	15.6517	4.8502973479999998	1.4100000000000001E-75	2.4200000000000002E-73
AT2G21610	PE11	2	9245038	9247052	-	884	63.229399999999998	1062	84.291499999999999	77	3.7969900000000001	53	3.3314900000000001	4.8430660970000003	4.3300000000000001E-64	5.2900000000000002E-62
AT1G32540	LOL1	1	11767485	11770049	+	190	13.59	84	6.6671300000000002	12	0.59173799999999999	6	0.37714999999999999	4.8267898789999997	4.4800000000000002E-17	7.9399999999999998E-16
AT3G09950		3	3060090	3060720	-	165	11.8019	137	10.873799999999999	10	0.49311500000000003	10	0.62858400000000003	4.8209610989999998	1.29E-21	3.0399999999999998E-20
AT1G03070		1	729830	731565	+	2465	176.31299999999999	1216	96.514600000000002	147	7.2487899999999996	96	6.0344100000000003	4.8191995729999997	7.8500000000000002E-61	8.3199999999999992E-59
AT3G04330		3	1145723	1146516	+	1311	93.771299999999997	1306	103.658	79	3.89561	94	5.90869	4.8174831119999997	3.0000000000000001E-72	4.5099999999999997E-70
AT4G18280		4	10103866	10104837	+	306	21.8871	428	33.970599999999997	19	0.93691899999999995	30	1.88575	4.8115595630000003	1.16E-32	4.6699999999999999E-31
AT3G55840	HSPRO1	3	20716995	20718866	-	1026	73.386200000000002	806	63.972700000000003	61	3.008	61	3.8343600000000002	4.8060575740000004	1.4699999999999999E-69	2.0499999999999999E-67
AT1G05100	MAPKKK18	1	1469541	1470881	+	883	63.157899999999998	766	60.797800000000002	75	3.6983600000000001	38	2.38862	4.8037567369999996	2.0999999999999999E-61	2.2899999999999999E-59
AT2G36800	UGT73C5	2	15423172	15425129	-	37	2.6464799999999999	22	1.7461500000000001	3	0.14793500000000001	1	6.2858399999999995E-2	4.8020601750000003	9.6099999999999995E-6	5.4700000000000001E-5
AT3G29670	PMAT2	3	11527756	11529420	+	55	3.9339599999999999	74	5.8734200000000003	6	0.29586899999999999	3	0.18857499999999999	4.791140543	1.3200000000000001E-10	1.4100000000000001E-9
AT5G41540		5	16612659	16616063	-	136	9.7276100000000003	40	3.17482	10	0.49311500000000003	2	0.125717	4.7856751050000002	1.4600000000000001E-10	1.55E-9
AT3G59010	PME35	3	21802770	21805335	-	36	2.5749499999999999	35	2.7779699999999998	4	0.197246	1	6.2858399999999995E-2	4.7774494670000003	1.11E-6	7.4499999999999998E-6
AT3G07255		3	2307082	2308456	-	96	6.8665500000000002	189	15.000999999999999	9	0.44380399999999998	11	0.691442	4.7695393419999998	5.7300000000000002E-17	1.01E-15
AT1G17180	GSTU25	1	5872024	5873124	+	24933	1783.37	36303	2881.39	2146	105.82299999999999	2122	133.38499999999999	4.7674529799999998	3.9800000000000002E-76	6.97E-74
AT1G09930	OPT2	1	3227490	3230257	-	56	4.0054800000000004	31	2.4604900000000001	4	0.197246	2	0.125717	4.764560211	1.1899999999999999E-7	9.1100000000000004E-7
AT3G19240		3	6664044	6667021	+	14192	1015.1	10048	797.51499999999999	973	47.9801	705	44.315199999999997	4.7631893620000003	1.42E-118	9.2000000000000001E-116
AT1G07180	NDA1	1	2204104	2207099	+	157	11.229699999999999	124	9.8419500000000006	6	0.29586899999999999	13	0.81715899999999997	4.7611270110000001	9.1399999999999991E-19	1.8E-17
AT5G60350		5	24277730	24279147	+	80	5.7221200000000003	52	4.1272700000000002	4	0.197246	5	0.31429200000000002	4.7605012459999996	9.0699999999999994E-11	9.900000000000001E-10
AT3G18950		3	6536534	6538679	+	1867	133.54	1318	104.61	116	5.7201399999999998	103	6.4744099999999998	4.7593500239999997	1.58E-83	3.5400000000000001E-81
AT1G10170	ATNFXL1	1	3333504	3338188	-	17759	1270.24	10651	845.37599999999998	1039	51.234699999999997	905	56.886800000000001	4.7570187539999997	2.36E-97	7.2000000000000003E-95
AT3G15440		3	5211795	5212506	-	25	1.78816	33	2.6192299999999999	1	4.9311500000000001E-2	3	0.18857499999999999	4.7548877730000001	1.1E-5	6.1799999999999998E-5
AT1G08860	BON3	1	2841969	2846350	+	34	2.4319000000000002	39	3.09545	1	4.9311500000000001E-2	4	0.25143399999999999	4.7509289590000003	1.1400000000000001E-6	7.5800000000000003E-6
AT4G35985	P85	4	17031945	17034244	-	2098	150.06299999999999	1508	119.691	114	5.6215099999999998	133	8.3601700000000001	4.748205134	4.4599999999999998E-76	7.7499999999999992E-74
AT2G38340	DREB2E	2	16067396	16068615	-	136	9.7276100000000003	85	6.7465000000000002	4	0.197246	11	0.691442	4.7363841539999996	8.4700000000000008E-15	1.2699999999999999E-13
AT2G29380	HAI3	2	12608675	12610350	+	68	4.8638000000000003	98	7.7783100000000003	6	0.29586899999999999	6	0.37714999999999999	4.7212785999999998	1.04E-12	1.34E-11
AT4G21920		4	11635877	11636720	-	70	5.0068599999999996	96	7.6195700000000004	6	0.29586899999999999	6	0.37714999999999999	4.7189629829999999	8.1900000000000004E-13	1.0699999999999999E-11
AT1G72416		1	27258747	27260521	-	1333	95.344800000000006	1705	135.327	88	4.33941	127	7.9830199999999998	4.7167877420000002	8.2599999999999999E-54	7.2599999999999998E-52
AT3G62100	IAA30	3	22995686	22996809	+	347	24.819700000000001	485	38.494700000000002	38	1.87384	24	1.5085999999999999	4.6958785799999996	3.7500000000000002E-37	1.84E-35
AT1G56240	PP2B13	1	21056099	21057577	-	24	1.7166399999999999	33	2.6192299999999999	0	0	4	0.25143399999999999	4.6943508679999999	3.0000000000000001E-5	1.5667799999999999E-4
AT5G08790	NAC081	5	2858849	2860558	-	25005	1788.52	23474	1863.14	1635	80.624300000000005	1839	115.59699999999999	4.6939816849999998	5.68E-100	1.94E-97
AT5G10300	HNL	5	3239455	3240883	+	3260	233.17599999999999	3086	244.93799999999999	274	13.5114	193	12.1317	4.6914593360000003	1.4200000000000001E-104	5.5200000000000002E-102
AT1G72800		1	27397089	27398500	+	581	41.556899999999999	522	41.431399999999996	51	2.5148899999999998	31	1.94861	4.6778857660000002	5.5E-52	4.5399999999999997E-50
AT5G39050	PMAT1	5	15634444	15636480	+	2525	180.60400000000001	3737	296.608	144	7.1008599999999999	304	19.108899999999998	4.6737990250000001	4.5800000000000002E-10	4.6299999999999999E-9
AT5G10695		5	3377652	3378221	+	1428	102.14	1626	129.05699999999999	108	5.3256399999999999	118	7.4172900000000004	4.6653121510000002	2.13E-69	2.95E-67
AT3G63350	HSFA7B	3	23399236	23400812	+	358	25.6065	254	20.1601	23	1.1341600000000001	22	1.3828800000000001	4.6622068370000003	6.2699999999999998E-35	2.7799999999999999E-33
AT1G28370	ERF11	1	9955774	9956980	-	114	8.1540199999999992	74	5.8734200000000003	9	0.44380399999999998	5	0.31429200000000002	4.659245834	4.3300000000000002E-14	6.1999999999999998E-13
AT4G35070		4	16694044	16695711	+	311	22.244700000000002	350	27.779699999999998	29	1.4300299999999999	21	1.32003	4.6560827959999997	2.32E-36	1.0999999999999999E-34
AT3G10840		3	3390153	3393536	-	55	3.9339599999999999	39	3.09545	4	0.197246	3	0.18857499999999999	4.6535815749999996	2.7899999999999998E-8	2.3300000000000001E-7
AT1G44830	ERF014	1	16933699	16934568	+	233	16.665700000000001	128	10.1594	17	0.83829600000000004	10	0.62858400000000003	4.6444840970000003	6.5400000000000001E-22	1.56E-20
AT1G27730	ZAT10	1	9648021	9649323	-	2898	207.28399999999999	2508	199.06100000000001	175	8.6295199999999994	225	14.1431	4.6377574460000002	5.3800000000000004E-75	8.9500000000000004E-73
AT3G46670	UGT76E11	3	17192589	17194397	-	27	1.9312199999999999	27	2.1429999999999998	1	4.9311500000000001E-2	3	0.18857499999999999	4.6373600259999996	2.3E-5	1.2302600000000001E-4
AT2G43500		2	18061716	18066708	+	2952	211.14599999999999	2637	209.3	169	8.3336500000000004	243	15.2746	4.636425279	2.9900000000000001E-66	3.8600000000000003E-64
AT2G46240	BAG6	2	18986133	18990220	+	3304	236.32400000000001	1283	101.83199999999999	183	9.0240100000000005	155	9.7430500000000002	4.6318355349999996	4.2100000000000001E-47	2.9399999999999997E-45
AT4G33905		4	16253752	16255760	-	343	24.5336	505	40.082099999999997	27	1.33141	38	2.38862	4.6174758430000002	3.6300000000000003E-33	1.4999999999999999E-31
AT5G55020	ATMYB120	5	22324599	22326418	-	38	2.71801	14	1.1111899999999999	3	0.14793500000000001	1	6.2858399999999995E-2	4.6020242539999998	6.1699999999999995E-5	3.0428399999999999E-4
AT4G11280	ACS6	4	6863979	6866116	+	4150	296.83499999999998	3321	263.58999999999997	318	15.681100000000001	263	16.5318	4.5921012870000002	2.2000000000000001E-108	9.5499999999999992E-106
AT1G59660	NUP98B	1	21923986	21929437	+	2996	214.29300000000001	2331	185.01300000000001	214	10.5527	199	12.508800000000001	4.5873983200000001	1.98E-95	5.6699999999999998E-93
AT2G29670		2	12681831	12685151	-	814	58.2226	760	60.321599999999997	56	2.76145	66	4.1486499999999999	4.5868117789999996	1.1899999999999999E-57	1.16E-55
AT3G50310	MAPKKK20	3	18648075	18649521	-	48	3.4332699999999998	51	4.0479000000000003	6	0.29586899999999999	2	0.125717	4.5797681399999997	1.7800000000000001E-8	1.5200000000000001E-7
AT4G27652		4	13809779	13810462	+	1468	105.001	1593	126.437	133	6.5584300000000004	110	6.9144199999999998	4.5788021419999998	3.53E-77	6.69E-75
AT3G56710	SIB1	3	21006638	21008068	-	141	10.0852	142	11.2706	8	0.39449200000000001	14	0.88001700000000005	4.5773535599999997	8.7800000000000007E-19	1.74E-17
AT1G70700	JAZ9	1	26654529	26657350	+	2141	153.13800000000001	1919	152.31200000000001	184	9.0733200000000007	138	8.6744599999999998	4.5760844269999996	1.9399999999999998E-93	5.3999999999999995E-91
AT5G05600		5	1672070	1674770	+	11238	803.81500000000005	12477	990.30600000000004	998	49.212899999999998	884	55.566800000000001	4.574887618	3.3699999999999999E-102	1.19E-99
AT2G46950	CYP709B2	2	19289087	19291632	-	982	70.239000000000004	1201	95.323999999999998	88	4.33941	86	5.4058200000000003	4.5693115390000001	4.0299999999999999E-60	4.2199999999999996E-58
AT5G01100		5	34538	37999	-	1998	142.91	1614	128.10400000000001	139	6.8543000000000003	144	9.0516100000000002	4.5680014939999998	6.5400000000000003E-82	1.41E-79
AT4G17490	ERF6	4	9752824	9754161	-	2791	199.63	2570	203.982	228	11.243	199	12.508800000000001	4.5616551789999997	8.8300000000000003E-99	2.89E-96
AT3G47380	PMEI11	3	17457614	17458599	+	2549	182.321	2054	163.02699999999999	154	7.5939699999999997	204	12.8231	4.5602937309999998	1.5599999999999999E-68	2.1299999999999999E-66
AT2G30615		2	13041085	13042586	-	54	3.8624299999999998	41	3.2541899999999999	8	0.39449200000000001	0	0	4.5473727899999998	2.84E-7	2.0499999999999999E-6
AT5G45630		5	18505536	18506382	-	53	3.7909099999999998	94	7.4608299999999996	5	0.246558	7	0.44000899999999998	4.5421085120000004	8.9800000000000003E-11	9.8100000000000002E-10
AT3G45960	EXLA3	3	16892702	16894153	+	48	3.4332699999999998	72	5.7146800000000004	6	0.29586899999999999	4	0.25143399999999999	4.5318873020000003	1.13E-9	1.0999999999999999E-8
AT1G19380		1	6697874	6698858	+	571	40.8416	684	54.289499999999997	61	3.008	43	2.7029100000000001	4.5303082689999998	4.8400000000000002E-49	3.6199999999999998E-47
AT5G11070		5	3516092	3517035	-	1690	120.88	1338	106.19799999999999	136	6.7063699999999997	110	6.9144199999999998	4.5301975179999996	6.0899999999999999E-83	1.3500000000000001E-80
AT5G63350		5	25379931	25381317	-	149	10.657500000000001	157	12.4612	10	0.49311500000000003	15	0.94287600000000005	4.5128393630000003	6.1199999999999997E-20	1.31E-18
AT5G20260		5	6836781	6839609	-	102	7.2957000000000001	77	6.1115300000000001	11	0.54242699999999999	4	0.25143399999999999	4.5104161280000001	3.3699999999999998E-13	4.5200000000000001E-12
